transaction_id,transaction_timestamp,store_id,product_id,quantity,unit_price,discount,currency,total_amount
TXN800050,2024-05-17 16:41:00,ST046,PRD2080,2,1508,20.0,USD,2996
TXN800051,2024-06-05 01:33:00,ST041,PRD2027,2,803,10.0,USD,1596
TXN800052,2024-05-07 01:31:00,ST020,PRD2049,3,1697,,USD,5091
TXN800053,2024-04-29 10:43:00,ST004,PRD2067,4,369,20.0,USD,1456
TXN800054,2024-03-16 01:20:00,ST019,PRD2004,0,1071,10.0,USD,-10
TXN800055,2024-01-20 18:28:00,ST027,PRD2161,2,215,10.0,USD,420
TXN800056,2024-05-12 04:44:00,ST062,PRD2051,1,154,50.0,USD,104
TXN800057,2024-04-14 07:05:00,ST063,PRD2053,1,1085,,USD,1085
TXN800058,2024-08-11 08:17:00,ST053,PRD2144,2,1631,,USD,3262
TXN800059,2024-01-15 15:29:00,ST055,PRD2019,4,799,50.0,USD,3146
TXN800060,2024-05-11 05:23:00,ST007,PRD2021,1,793,0.0,USD,793
TXN800061,2024-08-08 09:54:00,ST071,PRD2089,4,1736,,USD,6944
TXN800062,2024-03-08 00:17:00,ST078,PRD2069,3,1698,20.0,USD,5074
TXN800063,2024-03-31 01:31:00,ST015,PRD2105,-1,624,20.0,USD,-644
TXN800064,2024-03-25 06:56:00,ST014,PRD2186,3,222,50.0,USD,616
TXN800065,2024-03-02 19:02:00,ST001,PRD2089,3,660,50.0,USD,1930
TXN800066,2024-03-11 21:11:00,ST027,PRD2043,1,613,,USD,613
TXN800067,2024-02-17 03:34:00,ST079,PRD2031,2,1256,0.0,USD,2512
TXN800068,2024-03-13 00:45:00,ST024,PRD2124,2,1336,0.0,USD,2672
TXN800069,2024-06-12 04:51:00,ST056,PRD2021,0,271,0.0,USD,0
TXN800070,2024-05-24 05:36:00,ST020,PRD2075,1,177,0.0,USD,177
TXN800071,2024-08-28 19:40:00,ST020,PRD2044,1,1311,20.0,USD,1291
TXN800072,2024-03-07 15:12:00,ST026,PRD2013,3,168,50.0,USD,454
TXN800073,2024-04-07 05:40:00,ST031,PRD2163,-1,149,,USD,-149
TXN800074,2024-05-07 05:09:00,ST065,PRD2178,-1,1887,,USD,-1887
TXN800075,2024-05-13 13:52:00,ST059,PRD2158,2,301,10.0,USD,592
TXN800076,2024-03-03 08:47:00,ST063,PRD2161,1,879,10.0,USD,869
TXN800077,2024-04-18 00:18:00,ST063,PRD2023,2,1957,0.0,USD,3914
TXN800078,2024-05-06 15:40:00,ST080,PRD2187,1,324,50.0,USD,274
TXN800079,2024-01-04 03:11:00,ST077,PRD2097,-1,921,20.0,USD,-941
TXN800080,2024-03-24 06:17:00,ST076,PRD2042,1,1062,50.0,USD,1012
TXN800081,2024-07-28 04:29:00,ST079,PRD2047,2,1302,,USD,2604
TXN800082,2024-08-30 19:19:00,ST022,PRD2040,3,1703,50.0,USD,5059
TXN800083,2024-06-04 17:21:00,ST002,PRD2153,4,186,50.0,USD,694
TXN800084,2024-06-25 06:43:00,ST004,PRD2104,4,1891,20.0,USD,7544
TXN800085,2024-06-22 00:37:00,ST025,PRD2071,1,1256,50.0,USD,1206
TXN800086,2024-08-07 04:39:00,ST023,PRD2029,1,385,,USD,385
TXN800087,2024-06-04 18:51:00,ST048,PRD2155,0,831,,USD,0
TXN800088,2024-03-20 20:25:00,ST062,PRD2108,-1,1404,50.0,USD,-1454
TXN800089,2024-04-08 08:59:00,ST009,PRD2042,2,1051,,USD,2102
TXN800090,2024-04-28 08:37:00,ST020,PRD2086,4,1518,0.0,USD,6072
TXN800091,2024-08-29 23:23:00,ST041,PRD2133,3,1840,50.0,USD,5470
TXN800092,2024-04-21 00:42:00,ST045,PRD2003,-1,267,10.0,USD,-277
TXN800093,2024-02-15 18:18:00,ST042,PRD2060,-1,1299,50.0,USD,-1349
TXN800094,2024-01-25 01:24:00,ST028,PRD2016,2,1225,,USD,2450
TXN800095,2024-02-11 14:33:00,ST043,PRD2064,0,711,,USD,0
TXN800096,2024-02-26 21:06:00,ST004,PRD2109,3,1212,0.0,USD,3636
TXN800097,2024-01-12 19:43:00,ST077,PRD2116,0,422,10.0,USD,-10
TXN800098,2024-08-18 19:28:00,ST043,PRD2053,0,1458,,USD,0
TXN800099,2024-01-18 12:56:00,ST001,PRD2033,1,1604,0.0,USD,1604
TXN800100,2024-08-10 04:53:00,ST074,PRD2118,4,1159,,USD,4636
TXN800101,2024-01-07 17:32:00,ST014,PRD2025,-1,218,0.0,USD,-218
TXN800102,2024-07-02 03:36:00,ST078,PRD2117,0,104,20.0,USD,-20
TXN800103,2024-06-22 18:41:00,ST040,PRD2028,1,853,10.0,USD,843
TXN800104,2024-03-04 03:51:00,ST006,PRD2084,0,1502,20.0,USD,-20
TXN800105,2024-06-19 09:08:00,ST043,PRD2141,3,1027,0.0,USD,3081
TXN800106,2024-04-05 18:16:00,ST012,PRD2122,1,930,,USD,930
TXN800107,2024-08-18 11:39:00,ST008,PRD2141,0,367,0.0,USD,0
TXN800108,2024-06-12 08:59:00,ST029,PRD2039,-1,221,10.0,USD,-231
TXN800109,2024-04-17 10:38:00,ST021,PRD2009,2,1695,,USD,3390
TXN800110,2024-05-31 10:57:00,ST012,PRD2117,3,890,,USD,2670
TXN800111,2024-07-15 00:06:00,ST074,PRD2059,2,568,10.0,USD,1126
TXN800112,2024-03-11 06:45:00,ST004,PRD2124,1,1116,,USD,1116
TXN800113,2024-04-13 16:57:00,ST013,PRD2062,1,722,,USD,722
TXN800114,2024-05-01 10:03:00,ST021,PRD2190,3,1964,50.0,USD,5842
TXN800115,2024-03-30 05:37:00,ST054,PRD2079,0,490,50.0,USD,-50
TXN800116,2024-01-22 08:44:00,ST033,PRD2111,2,1687,0.0,USD,3374
TXN800117,2024-07-03 21:52:00,ST070,PRD2093,1,457,20.0,USD,437
TXN800118,2024-08-30 18:07:00,ST029,PRD2122,0,1646,10.0,USD,-10
TXN800119,2024-03-12 12:20:00,ST060,PRD2104,3,1465,10.0,USD,4385
TXN800120,2024-02-18 11:42:00,ST078,PRD2043,1,308,0.0,USD,308
TXN800121,2024-08-11 19:02:00,ST060,PRD2016,1,1784,0.0,USD,1784
TXN800122,2024-03-08 09:18:00,ST006,PRD2019,2,1778,10.0,USD,3546
TXN800123,2024-08-21 00:51:00,ST024,PRD2122,2,235,20.0,USD,450
TXN800124,2024-02-22 08:55:00,ST049,PRD2072,-1,730,50.0,USD,-780
TXN800125,2024-05-26 20:16:00,ST070,PRD2029,2,337,50.0,USD,624
TXN800126,2024-02-18 20:29:00,ST022,PRD2105,1,1358,0.0,USD,1358
TXN800127,2024-07-07 06:07:00,ST059,PRD2196,3,504,0.0,USD,1512
TXN800128,2024-02-13 22:14:00,ST077,PRD2015,2,610,,USD,1220
TXN800129,2024-06-18 10:29:00,ST060,PRD2076,0,792,20.0,USD,-20
TXN800130,2024-07-08 05:48:00,ST016,PRD2013,-1,1113,,USD,-1113
TXN800131,2024-04-06 01:03:00,ST019,PRD2143,1,554,0.0,USD,554
TXN800132,2024-08-18 00:17:00,ST002,PRD2133,2,1178,10.0,USD,2346
TXN800133,2024-06-23 01:46:00,ST036,PRD2079,-1,810,10.0,USD,-820
TXN800134,2024-06-20 21:40:00,ST055,PRD2174,0,430,,USD,0
TXN800135,2024-06-29 19:55:00,ST054,PRD2081,2,1154,10.0,USD,2298
TXN800136,2024-08-26 09:11:00,ST039,PRD2092,-1,747,50.0,USD,-797
TXN800137,2024-07-02 17:38:00,ST010,PRD2137,1,326,10.0,USD,316
TXN800138,2024-06-24 20:25:00,ST054,PRD2023,0,1567,10.0,USD,-10
TXN800139,2024-06-29 02:16:00,ST046,PRD2179,2,337,0.0,USD,674
TXN800140,2024-05-02 23:35:00,ST056,PRD2065,3,736,10.0,USD,2198
TXN800141,2024-08-19 04:14:00,ST026,PRD2165,2,1022,10.0,USD,2034
TXN800142,2024-07-29 08:51:00,ST027,PRD2005,0,510,10.0,USD,-10
TXN800143,2024-03-31 19:45:00,ST021,PRD2041,-1,461,50.0,USD,-511
TXN800144,2024-03-31 04:04:00,ST072,PRD2023,3,1848,10.0,USD,5534
TXN800145,2024-07-09 20:05:00,ST079,PRD2189,4,843,,USD,3372
TXN800146,2024-08-29 19:03:00,ST045,PRD2001,2,543,,USD,1086
TXN800147,2024-04-09 08:11:00,ST065,PRD2013,-1,1155,20.0,USD,-1175
TXN800148,2024-02-02 03:11:00,ST039,PRD2092,3,1662,0.0,USD,4986
TXN800149,2024-03-10 21:58:00,ST028,PRD2040,1,300,10.0,USD,290
TXN800150,2024-08-12 23:15:00,ST039,PRD2183,4,1594,50.0,USD,6326
TXN800151,2024-04-29 21:12:00,ST033,PRD2195,1,1351,0.0,USD,1351
TXN800152,2024-08-16 15:28:00,ST027,PRD2174,-1,809,50.0,USD,-859
TXN800153,2024-08-01 23:26:00,ST031,PRD2007,0,871,10.0,USD,-10
TXN800154,2024-02-14 08:15:00,ST028,PRD2123,1,504,,USD,504
TXN800155,2024-08-30 10:57:00,ST042,PRD2071,1,131,0.0,USD,131
TXN800156,2024-01-15 09:51:00,ST053,PRD2183,-1,909,20.0,USD,-929
TXN800157,2024-01-17 18:02:00,ST072,PRD2144,1,1010,10.0,USD,1000
TXN800158,2024-07-22 01:13:00,ST035,PRD2154,3,505,0.0,USD,1515
TXN800159,2024-07-24 09:25:00,ST015,PRD2161,-1,158,50.0,USD,-208
TXN800160,2024-04-02 08:24:00,ST056,PRD2157,1,1868,10.0,USD,1858
TXN800161,2024-08-25 21:37:00,ST031,PRD2185,-1,244,50.0,USD,-294
TXN800162,2024-07-29 23:31:00,ST047,PRD2153,4,416,,USD,1664
TXN800163,2024-06-29 04:51:00,ST032,PRD2021,-1,1651,50.0,USD,-1701
TXN800164,2024-08-14 02:12:00,ST048,PRD2134,2,1527,10.0,USD,3044
TXN800165,2024-03-15 18:14:00,ST024,PRD2112,0,472,50.0,USD,-50
TXN800166,2024-05-06 04:54:00,ST075,PRD2101,4,140,,USD,560
TXN800167,2024-03-14 18:21:00,ST072,PRD2094,-1,449,50.0,USD,-499
TXN800168,2024-03-28 20:41:00,ST053,PRD2069,3,408,50.0,USD,1174
TXN800169,2024-02-03 23:50:00,ST059,PRD2109,3,737,,USD,2211
TXN800170,2024-06-11 06:21:00,ST043,PRD2141,0,580,10.0,USD,-10
TXN800171,2024-06-14 14:13:00,ST076,PRD2102,1,543,0.0,USD,543
TXN800172,2024-01-10 10:01:00,ST033,PRD2030,4,316,20.0,USD,1244
TXN800173,2024-05-14 14:41:00,ST015,PRD2181,0,191,10.0,USD,-10
TXN800174,2024-06-27 07:13:00,ST007,PRD2010,0,1933,50.0,USD,-50
TXN800175,2024-07-18 07:17:00,ST002,PRD2106,3,637,0.0,USD,1911
TXN800176,2024-02-23 22:08:00,ST064,PRD2166,4,1893,20.0,USD,7552
TXN800177,2024-08-22 05:09:00,ST005,PRD2005,0,764,20.0,USD,-20
TXN800178,2024-08-10 07:37:00,ST056,PRD2028,1,791,10.0,USD,781
TXN800179,2024-08-28 06:54:00,ST040,PRD2077,2,696,50.0,USD,1342
TXN800180,2024-06-14 13:14:00,ST048,PRD2043,4,984,,USD,3936
TXN800181,2024-02-26 16:27:00,ST052,PRD2048,4,1868,50.0,USD,7422
TXN800182,2024-04-11 01:27:00,ST059,PRD2192,0,1210,10.0,USD,-10
TXN800183,2024-01-05 05:17:00,ST005,PRD2079,3,632,10.0,USD,1886
TXN800184,2024-01-19 02:29:00,ST014,PRD2089,2,1381,50.0,USD,2712
TXN800185,2024-05-15 22:53:00,ST025,PRD2034,3,1857,,USD,5571
TXN800186,2024-06-30 01:58:00,ST011,PRD2169,3,1145,,USD,3435
TXN800187,2024-04-14 02:21:00,ST052,PRD2031,2,1414,0.0,USD,2828
TXN800188,2024-04-10 06:35:00,ST023,PRD2072,0,114,10.0,USD,-10
TXN800189,2024-05-31 12:06:00,ST047,PRD2000,0,152,0.0,USD,0
TXN800190,2024-07-16 05:17:00,ST003,PRD2150,0,1859,10.0,USD,-10
TXN800191,2024-02-15 01:26:00,ST036,PRD2058,1,120,10.0,USD,110
TXN800192,2024-07-11 08:38:00,ST026,PRD2024,-1,812,50.0,USD,-862
TXN800193,2024-07-01 08:49:00,ST010,PRD2151,2,928,0.0,USD,1856
TXN800194,2024-02-13 14:16:00,ST029,PRD2137,1,224,,USD,224
TXN800195,2024-06-19 01:10:00,ST020,PRD2010,1,724,50.0,USD,674
TXN800196,2024-04-28 03:27:00,ST026,PRD2092,1,1794,0.0,USD,1794
TXN800197,2024-01-20 14:34:00,ST041,PRD2127,1,618,,USD,618
TXN800198,2024-06-05 22:45:00,ST044,PRD2164,4,1136,0.0,USD,4544
TXN800199,2024-03-07 12:45:00,ST048,PRD2082,1,1973,0.0,USD,1973
TXN800200,2024-01-15 12:46:00,ST028,PRD2021,1,1149,0.0,USD,1149
TXN800201,2024-01-10 04:55:00,ST059,PRD2060,-1,455,20.0,USD,-475
TXN800202,2024-07-22 20:14:00,ST034,PRD2069,1,1301,10.0,USD,1291
TXN800203,2024-01-18 17:38:00,ST064,PRD2052,1,1852,,USD,1852
TXN800204,2024-03-11 04:51:00,ST063,PRD2089,4,1454,50.0,USD,5766
TXN800205,2024-02-15 18:37:00,ST058,PRD2035,2,464,0.0,USD,928
TXN800206,2024-03-17 17:52:00,ST012,PRD2093,0,1256,20.0,USD,-20
TXN800207,2024-03-24 21:05:00,ST069,PRD2104,0,1571,50.0,USD,-50
TXN800208,2024-07-12 22:39:00,ST054,PRD2118,1,1090,0.0,USD,1090
TXN800209,2024-02-28 05:42:00,ST011,PRD2058,1,935,,USD,935
TXN800210,2024-07-02 11:20:00,ST078,PRD2004,-1,1525,20.0,USD,-1545
TXN800211,2024-08-01 03:57:00,ST053,PRD2196,2,1097,,USD,2194
TXN800212,2024-01-16 19:12:00,ST043,PRD2158,2,278,,USD,556
TXN800213,2024-04-07 04:12:00,ST053,PRD2001,-1,1242,10.0,USD,-1252
TXN800214,2024-05-20 09:00:00,ST069,PRD2064,0,1860,50.0,USD,-50
TXN800215,2024-03-08 11:14:00,ST007,PRD2109,2,720,0.0,USD,1440
TXN800216,2024-07-04 00:15:00,ST066,PRD2058,2,1365,50.0,USD,2680
TXN800217,2024-05-01 09:45:00,ST016,PRD2109,-1,1156,50.0,USD,-1206
TXN800218,2024-06-21 11:33:00,ST001,PRD2162,-1,400,10.0,USD,-410
TXN800219,2024-08-25 06:32:00,ST021,PRD2023,1,650,50.0,USD,600
TXN800220,2024-04-20 21:32:00,ST022,PRD2136,4,1730,10.0,USD,6910
TXN800221,2024-05-30 17:04:00,ST075,PRD2078,4,208,0.0,USD,832
TXN800222,2024-03-08 18:54:00,ST053,PRD2189,1,312,10.0,USD,302
TXN800223,2024-04-28 06:57:00,ST074,PRD2055,3,829,50.0,USD,2437
TXN800224,2024-06-11 07:06:00,ST069,PRD2116,-1,1292,50.0,USD,-1342
TXN800225,2024-04-11 17:41:00,ST043,PRD2046,0,798,0.0,USD,0
TXN800226,2024-03-27 18:33:00,ST013,PRD2176,0,348,50.0,USD,-50
TXN800227,2024-01-01 19:46:00,ST068,PRD2181,2,489,50.0,USD,928
TXN800228,2024-04-19 13:28:00,ST051,PRD2142,-1,612,,USD,-612
TXN800229,2024-07-15 23:44:00,ST058,PRD2056,2,304,50.0,USD,558
TXN800230,2024-06-13 23:35:00,ST018,PRD2196,2,1332,10.0,USD,2654
TXN800231,2024-02-16 19:42:00,ST057,PRD2116,4,1757,20.0,USD,7008
TXN800232,2024-07-11 01:54:00,ST010,PRD2176,3,670,50.0,USD,1960
TXN800233,2024-03-05 13:02:00,ST028,PRD2164,-1,502,50.0,USD,-552
TXN800234,2024-08-14 11:03:00,ST014,PRD2000,3,713,50.0,USD,2089
TXN800235,2024-06-25 01:03:00,ST053,PRD2080,3,666,50.0,USD,1948
TXN800236,2024-07-16 09:24:00,ST049,PRD2103,1,759,,USD,759
TXN800237,2024-04-27 09:40:00,ST079,PRD2178,1,1722,50.0,USD,1672
TXN800238,2024-02-19 03:08:00,ST017,PRD2047,1,1872,50.0,USD,1822
TXN800239,2024-01-17 12:39:00,ST050,PRD2023,3,889,50.0,USD,2617
TXN800240,2024-01-12 08:37:00,ST071,PRD2074,0,807,10.0,USD,-10
TXN800241,2024-04-28 08:14:00,ST012,PRD2172,0,1058,,USD,0
TXN800242,2024-06-13 12:23:00,ST064,PRD2110,-1,1717,0.0,USD,-1717
TXN800243,2024-08-09 22:23:00,ST041,PRD2164,0,1036,0.0,USD,0
TXN800244,2024-07-16 14:05:00,ST045,PRD2030,4,247,50.0,USD,938
TXN800245,2024-07-05 01:43:00,ST025,PRD2033,0,693,0.0,USD,0
TXN800246,2024-04-27 08:30:00,ST054,PRD2097,1,213,20.0,USD,193
TXN800247,2024-08-12 19:52:00,ST062,PRD2067,3,1413,50.0,USD,4189
TXN800248,2024-05-15 21:23:00,ST008,PRD2197,-1,566,0.0,USD,-566
TXN800249,2024-03-07 01:06:00,ST013,PRD2184,-1,440,50.0,USD,-490
TXN800250,2024-07-08 11:58:00,ST045,PRD2168,0,1711,10.0,USD,-10
TXN800251,2024-04-07 04:41:00,ST032,PRD2147,2,1493,0.0,USD,2986
TXN800252,2024-07-17 12:46:00,ST078,PRD2001,-1,1889,0.0,USD,-1889
TXN800253,2024-06-02 16:07:00,ST006,PRD2067,-1,758,10.0,USD,-768
TXN800254,2024-07-17 21:45:00,ST057,PRD2035,1,804,10.0,USD,794
TXN800255,2024-07-15 14:27:00,ST036,PRD2152,2,1084,0.0,USD,2168
TXN800256,2024-04-21 12:04:00,ST021,PRD2039,1,734,,USD,734
TXN800257,2024-03-11 00:53:00,ST063,PRD2116,3,1566,50.0,USD,4648
TXN800258,2024-02-28 04:11:00,ST047,PRD2039,0,1789,20.0,USD,-20
TXN800259,2024-07-20 21:44:00,ST028,PRD2018,4,716,,USD,2864
TXN800260,2024-03-28 19:54:00,ST045,PRD2141,4,1796,20.0,USD,7164
TXN800261,2024-05-15 22:16:00,ST008,PRD2143,-1,290,20.0,USD,-310
TXN800262,2024-02-12 08:20:00,ST039,PRD2113,0,1754,50.0,USD,-50
TXN800263,2024-07-25 03:42:00,ST066,PRD2086,2,190,20.0,USD,360
TXN800264,2024-03-27 16:41:00,ST014,PRD2127,-1,1763,0.0,USD,-1763
TXN800265,2024-06-22 17:11:00,ST075,PRD2001,1,462,0.0,USD,462
TXN800266,2024-02-26 06:08:00,ST007,PRD2173,3,250,10.0,USD,740
TXN800267,2024-08-09 20:45:00,ST021,PRD2043,0,1397,10.0,USD,-10
TXN800268,2024-04-16 11:18:00,ST042,PRD2197,3,1109,20.0,USD,3307
TXN800269,2024-06-14 21:13:00,ST029,PRD2074,1,1090,,USD,1090
TXN800270,2024-06-08 04:30:00,ST033,PRD2117,1,1188,0.0,USD,1188
TXN800271,2024-03-05 20:25:00,ST061,PRD2098,-1,1642,10.0,USD,-1652
TXN800272,2024-02-23 10:36:00,ST053,PRD2133,2,319,20.0,USD,618
TXN800273,2024-05-05 00:11:00,ST017,PRD2146,1,1876,,USD,1876
TXN800274,2024-05-10 20:56:00,ST065,PRD2030,4,1019,,USD,4076
TXN800275,2024-05-02 02:40:00,ST027,PRD2027,1,307,,USD,307
TXN800276,2024-07-25 00:16:00,ST012,PRD2112,1,352,0.0,USD,352
TXN800277,2024-08-08 07:16:00,ST039,PRD2075,3,875,10.0,USD,2615
TXN800278,2024-06-01 11:14:00,ST073,PRD2005,1,781,,USD,781
TXN800279,2024-08-25 20:57:00,ST037,PRD2183,0,926,20.0,USD,-20
TXN800280,2024-03-05 06:51:00,ST069,PRD2022,1,1534,50.0,USD,1484
TXN800281,2024-07-28 08:07:00,ST027,PRD2001,0,1050,20.0,USD,-20
TXN800282,2024-07-07 06:04:00,ST025,PRD2035,1,1374,,USD,1374
TXN800283,2024-03-05 10:55:00,ST034,PRD2186,0,1962,,USD,0
TXN800284,2024-04-22 08:29:00,ST042,PRD2054,3,853,10.0,USD,2549
TXN800285,2024-06-06 23:01:00,ST031,PRD2132,1,1234,10.0,USD,1224
TXN800286,2024-04-18 16:32:00,ST056,PRD2181,1,1780,10.0,USD,1770
TXN800287,2024-03-22 22:31:00,ST072,PRD2040,2,1348,10.0,USD,2686
TXN800288,2024-05-24 15:18:00,ST066,PRD2132,3,969,50.0,USD,2857
TXN800289,2024-07-31 05:14:00,ST016,PRD2172,1,1875,0.0,USD,1875
TXN800290,2024-06-29 17:09:00,ST030,PRD2029,4,149,20.0,USD,576
TXN800291,2024-03-27 08:14:00,ST021,PRD2036,1,174,0.0,USD,174
TXN800292,2024-04-02 17:18:00,ST050,PRD2025,1,1514,,USD,1514
TXN800293,2024-08-08 20:28:00,ST075,PRD2079,-1,1982,50.0,USD,-2032
TXN800294,2024-07-05 10:12:00,ST076,PRD2108,-1,1745,0.0,USD,-1745
TXN800295,2024-08-25 14:05:00,ST070,PRD2025,2,309,,USD,618
TXN800296,2024-02-29 20:08:00,ST078,PRD2026,-1,622,20.0,USD,-642
TXN800297,2024-03-08 23:51:00,ST018,PRD2185,1,524,,USD,524
TXN800298,2024-04-13 23:32:00,ST031,PRD2186,-1,912,,USD,-912
TXN800299,2024-08-28 07:55:00,ST029,PRD2032,2,1043,,USD,2086
TXN800300,2024-07-28 19:37:00,ST019,PRD2002,3,1462,20.0,USD,4366
TXN800301,2024-07-05 23:04:00,ST063,PRD2105,4,1794,10.0,USD,7166
TXN800302,2024-04-13 14:06:00,ST001,PRD2080,0,758,50.0,USD,-50
TXN800303,2024-06-11 12:54:00,ST030,PRD2053,1,163,10.0,USD,153
TXN800304,2024-06-12 19:58:00,ST004,PRD2151,2,271,50.0,USD,492
TXN800305,2024-07-03 16:16:00,ST037,PRD2047,4,1392,0.0,USD,5568
TXN800306,2024-04-01 05:31:00,ST034,PRD2159,1,603,0.0,USD,603
TXN800307,2024-05-19 14:38:00,ST065,PRD2046,4,144,0.0,USD,576
TXN800308,2024-01-02 22:39:00,ST074,PRD2067,4,1224,50.0,USD,4846
TXN800309,2024-07-28 03:26:00,ST022,PRD2165,3,1517,0.0,USD,4551
TXN800310,2024-03-29 08:48:00,ST032,PRD2063,4,1417,50.0,USD,5618
TXN800311,2024-04-05 04:36:00,ST049,PRD2160,1,730,10.0,USD,720
TXN800312,2024-02-10 17:26:00,ST079,PRD2034,4,1626,20.0,USD,6484
TXN800313,2024-08-22 15:56:00,ST023,PRD2163,3,1280,50.0,USD,3790
TXN800314,2024-08-11 05:56:00,ST022,PRD2059,2,824,50.0,USD,1598
TXN800315,2024-04-16 08:25:00,ST070,PRD2153,-1,133,0.0,USD,-133
TXN800316,2024-08-08 22:45:00,ST032,PRD2130,3,810,0.0,USD,2430
TXN800317,2024-06-16 11:44:00,ST054,PRD2058,1,1181,,USD,1181
TXN800318,2024-05-22 22:18:00,ST072,PRD2103,0,816,50.0,USD,-50
TXN800319,2024-06-22 20:16:00,ST002,PRD2118,1,1927,10.0,USD,1917
TXN800320,2024-04-17 23:23:00,ST069,PRD2014,0,797,50.0,USD,-50
TXN800321,2024-06-08 01:01:00,ST056,PRD2187,4,397,10.0,USD,1578
TXN800322,2024-05-26 06:01:00,ST048,PRD2182,1,1824,50.0,USD,1774
TXN800323,2024-06-14 07:30:00,ST043,PRD2194,3,1143,0.0,USD,3429
TXN800324,2024-05-25 15:59:00,ST067,PRD2142,-1,1279,10.0,USD,-1289
TXN800325,2024-07-16 20:29:00,ST027,PRD2165,4,1861,0.0,USD,7444
